record_id,factory_id,factory_name,latitude,longitude,production_line,machine_id,machine_type,timestamp,shift,units_produced,machine_hours,defects,defect_level,operator_id,operator_notes,date
R00470,F002,East Plant,19.08834752,72.86738045,Line-C,F002_Line-C_CNC_2,CNC,06-03-2025 22:33,Night,111,6.85,6,High,OP048,normal operation,06-03-2025
R00471,F002,East Plant,19.08812159,72.87276855,Line-A,F002_Line-A_CNC_4,CNC,11-01-2025 11:55,Evening,96,6.32,1,Low,OP022,normal operation,11-01-2025
R00472,F003,South Plant,12.98789642,77.59087324,Line-C,F003_Line-C_Milling_7,Milling,12-02-2025 19:34,Day,86,8.22,2,Low,OP002,normal operation,12-02-2025
R00473,F003,South Plant,12.98844349,77.60460022,Line-B,F003_Line-B_Robot_8,Robot,04-03-2025 21:57,Day,122,5.52,0,None,OP015,normal operation,04-03-2025
R00474,F002,East Plant,19.07489187,72.87381757,Line-C,F002_Line-C_Milling_7,Milling,26-01-2025 06:17,Day,76,6.63,3,Medium,OP044,normal operation,26-01-2025
R00475,F003,South Plant,12.97029263,77.60564942,Line-C,F003_Line-C_Press_10,Press,08-02-2025 01:04,Evening,96,7.81,3,Medium,OP016,normal operation,08-02-2025
R00476,F003,South Plant,12.97246111,77.58713077,Line-A,F003_Line-A_CNC_3,CNC,19-02-2025 01:17,Night,85,5.41,3,Medium,OP046,normal operation,19-02-2025
R00477,F003,South Plant,12.9529805,77.59572321,Line-A,F003_Line-A_Lathe_6,Lathe,17-02-2025 18:30,Day,75,7.61,1,Low,OP007,normal operation,17-02-2025
R00478,F001,North Plant,28.68867197,77.10089369,Line-A,F001_Line-A_Milling_8,Milling,17-02-2025 21:06,Day,88,7.67,2,Low,OP049,normal operation,17-02-2025
R00479,F002,East Plant,19.06627848,72.88752319,Line-A,F002_Line-A_CNC_3,CNC,25-02-2025 17:55,Night,76,4.4,3,Medium,OP029,normal operation,25-02-2025
R00480,F003,South Plant,12.98552164,77.5978627,Line-C,F003_Line-C_Press_2,Press,05-01-2025 00:22,Evening,67,5.15,3,Medium,OP006,calibration jam,05-01-2025
R00481,F003,South Plant,12.97226518,77.58827939,Line-A,F003_Line-A_Lathe_6,Lathe,20-02-2025 16:56,Evening,72,7.54,1,Low,OP001,normal operation,20-02-2025
R00482,F002,East Plant,19.08832921,72.88106993,Line-B,F002_Line-B_Press_2,Press,13-03-2025 20:48,Day,110,8.96,5,Medium,OP016,normal operation,13-03-2025
R00483,F003,South Plant,12.98983491,77.59222099,Line-C,F003_Line-C_CNC_7,CNC,22-01-2025 08:33,Evening,65,4.05,0,None,OP009,overheat sensor,22-01-2025
R00484,F002,East Plant,19.09554297,72.89014653,Line-B,F002_Line-B_Press_2,Press,22-01-2025 10:20,Day,87,7.22,6,High,OP028,normal operation,22-01-2025
R00485,F002,East Plant,19.08047456,72.87462098,Line-B,F002_Line-B_CNC_2,CNC,17-02-2025 02:30,Evening,99,6.2,4,Medium,OP017,normal operation,17-02-2025
R00486,F001,North Plant,28.70587379,77.08150127,Line-C,F001_Line-C_Lathe_10,Lathe,20-03-2025 17:22,Day,74,7.53,1,Low,OP013,normal operation,20-03-2025
R00487,F002,East Plant,19.08572091,72.89073433,Line-A,F002_Line-A_CNC_1,CNC,20-02-2025 16:00,Evening,129,8.89,1,Low,OP022,power lubrication overheat,20-02-2025
R00488,F002,East Plant,19.07219004,72.88316274,Line-B,F002_Line-B_Press_7,Press,25-03-2025 19:59,Day,110,8.91,3,Medium,OP039,none,25-03-2025
R00489,F002,East Plant,19.06478756,72.8869941,Line-B,F002_Line-B_Lathe_4,Lathe,03-03-2025 13:29,Night,39,3.87,1,Low,OP021,normal operation,03-03-2025
R00490,F001,North Plant,28.69089075,77.08126317,Line-B,F001_Line-B_Milling_5,Milling,30-03-2025 23:47,Day,79,6.97,1,Low,OP041,lubrication power,30-03-2025
R00491,F003,South Plant,12.97155997,77.59210824,Line-A,F003_Line-A_Press_5,Press,21-02-2025 06:49,Day,100,8.58,4,Medium,OP024,power,21-02-2025
R00492,F003,South Plant,12.95641546,77.59370761,Line-A,F003_Line-A_Lathe_9,Lathe,26-01-2025 04:46,Night,46,3.74,4,Medium,OP044,normal operation,26-01-2025
R00493,F003,South Plant,12.971645,77.59217371,Line-A,F003_Line-A_Milling_8,Milling,28-01-2025 10:59,Day,82,6.79,4,Medium,OP029,normal operation,28-01-2025
R00494,F002,East Plant,19.06743349,72.87627889,Line-C,F002_Line-C_CNC_7,CNC,28-03-2025 22:15,Day,140,9.88,1,Low,OP032,normal operation,28-03-2025
R00495,F001,North Plant,28.69311761,77.10081107,Line-C,F001_Line-C_Press_5,Press,26-03-2025 07:46,Day,109,8.37,2,Low,OP010,normal operation,26-03-2025
R00496,F003,South Plant,12.98974009,77.576593,Line-B,F003_Line-B_Robot_2,Robot,28-02-2025 06:20,Night,133,7.22,3,Medium,OP039,normal operation,28-02-2025
R00497,F002,East Plant,19.07617455,72.86425897,Line-C,F002_Line-C_Press_9,Press,01-04-2025 07:51,Day,102,9.05,3,Medium,OP027,power overheat lubrication,01-04-2025
R00498,F001,North Plant,28.71001442,77.1093022,Line-B,F001_Line-B_Lathe_9,Lathe,18-03-2025 06:46,Day,63,6.5,1,Low,OP041,normal operation,18-03-2025
R00499,F001,North Plant,28.70506676,77.09926067,Line-A,F001_Line-A_Robot_6,Robot,23-01-2025 07:07,Night,111,6.48,1,Low,OP042,normal operation,23-01-2025
R00500,F003,South Plant,12.94788341,77.6150207,Line-A,F003_Line-A_Lathe_7,Lathe,12-02-2025 23:55,Day,63,5.75,3,Medium,OP028,normal operation,12-02-2025
R00501,F001,North Plant,28.71578844,77.09837616,Line-A,F001_Line-A_CNC_4,CNC,08-03-2025 06:55,Night,80,5.55,0,None,OP048,power sensor lubrication,08-03-2025
R00502,F003,South Plant,12.98618639,77.59278364,Line-C,F003_Line-C_Lathe_4,Lathe,28-02-2025 01:12,Evening,81,8.46,5,Medium,OP024,power misalignment,28-02-2025
R00503,F002,East Plant,19.07639346,72.8881905,Line-C,F002_Line-C_Lathe_9,Lathe,22-01-2025 05:37,Night,86,7.73,0,None,OP023,overheat,22-01-2025
R00504,F002,East Plant,19.07484306,72.88909613,Line-A,F002_Line-A_CNC_2,CNC,15-01-2025 13:33,Evening,113,7.8,2,Low,OP047,sensor,15-01-2025
R00505,F002,East Plant,19.08173473,72.88498236,Line-B,F002_Line-B_Press_4,Press,08-03-2025 14:25,Night,49,4.24,4,Medium,OP031,normal operation,08-03-2025
R00506,F002,East Plant,19.07595378,72.88140807,Line-B,F002_Line-B_CNC_8,CNC,10-02-2025 08:13,Day,142,10.11,0,None,OP005,vibration misalignment,10-02-2025
R00507,F001,North Plant,28.72339331,77.09644758,Line-C,F001_Line-C_CNC_6,CNC,25-03-2025 08:30,Evening,120,7.46,5,Medium,OP007,normal operation,25-03-2025
R00508,F003,South Plant,12.98899456,77.60241137,Line-A,F003_Line-A_Milling_4,Milling,08-03-2025 06:02,Evening,64,6.92,3,Medium,OP012,normal operation,08-03-2025
R00509,F003,South Plant,12.97232262,77.58394664,Line-A,F003_Line-A_Press_7,Press,02-03-2025 15:49,Night,98,7.64,5,Medium,OP015,normal operation,02-03-2025
R00510,F002,East Plant,19.05968726,72.87366527,Line-C,F002_Line-C_CNC_7,CNC,20-02-2025 23:14,Night,91,5.18,6,High,OP002,normal operation,20-02-2025
R00511,F003,South Plant,12.98214731,77.58669939,Line-C,F003_Line-C_Robot_8,Robot,18-03-2025 10:24,Evening,159,8.11,1,Low,OP028,normal operation,18-03-2025
R00512,F002,East Plant,19.08667417,72.883237,Line-A,F002_Line-A_Lathe_4,Lathe,05-02-2025 14:27,Evening,75,6.85,3,Medium,OP049,normal operation,05-02-2025
R00513,F003,South Plant,12.96626145,77.5880612,Line-A,F003_Line-A_Lathe_9,Lathe,25-01-2025 01:26,Night,105,10.26,8,High,OP024,vibration power,25-01-2025
R00514,F001,North Plant,28.70805421,77.09292431,Line-B,F001_Line-B_CNC_8,CNC,10-03-2025 16:23,Day,119,8.14,2,Low,OP041,normal operation,10-03-2025
R00515,F002,East Plant,19.07829147,72.87725254,Line-C,F002_Line-C_Press_7,Press,17-03-2025 16:10,Evening,80,7.13,2,Low,OP008,normal operation,17-03-2025
R00516,F002,East Plant,19.08290473,72.88035617,Line-B,F002_Line-B_Robot_10,Robot,23-01-2025 08:49,Day,139,6.16,4,Medium,OP044,normal operation,23-01-2025
R00517,F003,South Plant,12.97693703,77.62152379,Line-B,F003_Line-B_Milling_10,Milling,12-01-2025 12:57,Evening,79,6.56,2,Low,OP044,none,12-01-2025
R00518,F002,East Plant,19.07446489,72.87528946,Line-A,F002_Line-A_CNC_2,CNC,24-01-2025 09:39,Day,120,8.84,4,Medium,OP024,normal operation,24-01-2025
R00519,F003,South Plant,12.96108447,77.58934347,Line-A,F003_Line-A_Press_7,Press,18-03-2025 07:12,Day,87,7.17,0,None,OP009,normal operation,18-03-2025
R00520,F003,South Plant,12.97664866,77.59069242,Line-B,F003_Line-B_Press_8,Press,24-03-2025 01:45,Evening,85,6.56,4,Medium,OP035,normal operation,24-03-2025
R00521,F003,South Plant,12.96681014,77.61753211,Line-C,F003_Line-C_Milling_3,Milling,13-03-2025 22:26,Day,116,9.87,4,Medium,OP011,normal operation,13-03-2025
R00522,F002,East Plant,19.06432751,72.88821463,Line-B,F002_Line-B_CNC_6,CNC,27-02-2025 19:47,Day,132,8.58,1,Low,OP040,normal operation,27-02-2025
R00523,F001,North Plant,28.70257116,77.09500223,Line-B,F001_Line-B_Milling_8,Milling,18-01-2025 10:55,Night,70,6.14,0,None,OP013,normal operation,18-01-2025
R00524,F002,East Plant,19.07673617,72.87632336,Line-C,F002_Line-C_Press_8,Press,22-02-2025 07:28,Day,115,9.51,9,High,OP044,normal operation,22-02-2025
R00525,F002,East Plant,19.08074824,72.85126484,Line-B,F002_Line-B_Lathe_8,Lathe,04-03-2025 10:42,Evening,74,7.07,1,Low,OP011,normal operation,04-03-2025
R00526,F001,North Plant,28.69607573,77.09190495,Line-C,F001_Line-C_CNC_4,CNC,08-02-2025 10:55,Day,125,8.54,3,Medium,OP003,normal operation,08-02-2025
R00527,F002,East Plant,19.08564415,72.88132543,Line-A,F002_Line-A_Press_3,Press,28-02-2025 13:47,Evening,89,7.12,1,Low,OP037,normal operation,28-02-2025
R00528,F003,South Plant,12.97541168,77.58420913,Line-B,F003_Line-B_Press_2,Press,15-03-2025 07:04,Night,47,4.06,1,Low,OP008,normal operation,15-03-2025
R00529,F002,East Plant,19.08214129,72.86900806,Line-C,F002_Line-C_Robot_6,Robot,12-03-2025 03:11,Day,155,6.74,0,None,OP049,normal operation,12-03-2025
R00530,F001,North Plant,28.68992156,77.10368734,Line-C,F001_Line-C_Press_4,Press,24-02-2025 06:26,Day,125,10.16,4,Medium,OP007,normal operation,24-02-2025
R00531,F003,South Plant,12.96669778,77.58395067,Line-C,F003_Line-C_Robot_5,Robot,06-01-2025 15:52,Day,176,8.62,6,High,OP029,normal operation,06-01-2025
R00532,F002,East Plant,19.07715116,72.87514126,Line-B,F002_Line-B_Robot_2,Robot,26-02-2025 13:39,Evening,141,7.8,0,None,OP008,normal operation,26-02-2025
R00533,F001,North Plant,28.71204257,77.11716824,Line-A,F001_Line-A_Robot_10,Robot,31-03-2025 03:09,Day,198,9.7,3,Medium,OP023,normal operation,31-03-2025
R00534,F003,South Plant,12.95990107,77.59314862,Line-C,F003_Line-C_Lathe_3,Lathe,21-03-2025 13:29,Day,69,7.27,3,Medium,OP009,normal operation,21-03-2025
R00535,F001,North Plant,28.70115208,77.09313307,Line-A,F001_Line-A_Robot_10,Robot,15-02-2025 00:46,Day,175,8.62,1,Low,OP035,normal operation,15-02-2025
R00536,F002,East Plant,19.07421348,72.85923727,Line-C,F002_Line-C_Press_6,Press,09-02-2025 00:08,Evening,61,3.99,4,Medium,OP019,normal operation,09-02-2025
R00537,F003,South Plant,12.97557852,77.6047663,Line-B,F003_Line-B_Milling_9,Milling,28-03-2025 11:24,Evening,77,6.81,1,Low,OP007,normal operation,28-03-2025
R00538,F001,North Plant,28.70136506,77.11313943,Line-B,F001_Line-B_Milling_5,Milling,25-03-2025 22:36,Day,102,8.54,3,Medium,OP009,normal operation,25-03-2025
R00539,F003,South Plant,12.97223853,77.58321619,Line-A,F003_Line-A_CNC_6,CNC,02-02-2025 07:11,Night,78,4.72,0,None,OP049,normal operation,02-02-2025
R00540,F003,South Plant,12.95182929,77.60544133,Line-B,F003_Line-B_Press_10,Press,23-03-2025 22:09,Day,122,10.06,2,Low,OP018,normal operation,23-03-2025
R00541,F003,South Plant,12.98167157,77.59977995,Line-B,F003_Line-B_Press_2,Press,24-03-2025 05:49,Evening,89,6.27,3,Medium,OP050,overheat,24-03-2025
R00542,F002,East Plant,19.07511876,72.89358507,Line-C,F002_Line-C_Lathe_6,Lathe,01-03-2025 02:26,Day,73,6.91,4,Medium,OP032,normal operation,01-03-2025
R00543,F002,East Plant,19.06809118,72.87804008,Line-C,F002_Line-C_CNC_2,CNC,01-03-2025 08:46,Day,100,6.81,1,Low,OP041,normal operation,01-03-2025
R00544,F003,South Plant,12.98179949,77.60008045,Line-C,F003_Line-C_Press_2,Press,10-03-2025 08:45,Night,94,5.97,4,Medium,OP026,overheat,10-03-2025
R00545,F002,East Plant,19.07009113,72.88058229,Line-A,F002_Line-A_Press_6,Press,06-02-2025 11:17,Day,79,6.26,2,Low,OP022,power overheat overheat,06-02-2025
R00546,F003,South Plant,12.95976944,77.59207237,Line-A,F003_Line-A_Lathe_8,Lathe,13-02-2025 10:36,Evening,48,4.57,2,Low,OP044,power,13-02-2025
R00547,F001,North Plant,28.70460372,77.1088553,Line-A,F001_Line-A_Lathe_8,Lathe,04-01-2025 19:09,Day,95,10.18,7,High,OP008,normal operation,04-01-2025
R00548,F001,North Plant,28.68719328,77.092715,Line-B,F001_Line-B_Press_7,Press,27-01-2025 19:58,Day,93,6.89,2,Low,OP045,normal operation,27-01-2025
R00549,F001,North Plant,28.70629645,77.09939393,Line-C,F001_Line-C_Press_5,Press,14-01-2025 23:55,Day,93,7.41,3,Medium,OP042,calibration sensor,14-01-2025
R00550,F002,East Plant,19.075008,72.8814651,Line-A,F002_Line-A_Press_3,Press,07-01-2025 22:39,Day,74,6.29,1,Low,OP026,vibration jam sensor,07-01-2025
R00551,F002,East Plant,19.05760789,72.87677823,Line-C,F002_Line-C_Lathe_4,Lathe,24-02-2025 11:39,Day,63,5.93,3,Medium,OP042,vibration,24-02-2025
R00552,F003,South Plant,12.97618891,77.59007519,Line-A,F003_Line-A_CNC_8,CNC,11-01-2025 03:55,Night,97,5.93,5,Medium,OP009,normal operation,11-01-2025
R00553,F003,South Plant,12.9705421,77.59419428,Line-A,F003_Line-A_Press_8,Press,02-01-2025 07:46,Day,94,7.59,1,Low,OP001,calibration lubrication none,02-01-2025
R00554,F002,East Plant,19.05688683,72.87862979,Line-A,F002_Line-A_Milling_7,Milling,31-03-2025 12:47,Day,81,7.31,2,Low,OP009,jam power,31-03-2025
R00555,F001,North Plant,28.69752886,77.10587687,Line-A,F001_Line-A_Press_2,Press,14-01-2025 18:11,Day,84,6.84,1,Low,OP021,misalignment misalignment,14-01-2025
R00556,F002,East Plant,19.06627259,72.88284195,Line-A,F002_Line-A_Press_3,Press,25-03-2025 03:51,Day,123,10,1,Low,OP044,vibration,25-03-2025
R00557,F001,North Plant,28.71226496,77.1023742,Line-C,F001_Line-C_Lathe_10,Lathe,26-03-2025 02:42,Evening,107,11.02,10,High,OP011,normal operation,26-03-2025
R00558,F002,East Plant,19.06550874,72.87367529,Line-B,F002_Line-B_Lathe_3,Lathe,22-02-2025 09:31,Evening,67,6.03,3,Medium,OP040,normal operation,22-02-2025
R00559,F003,South Plant,12.9693789,77.59085346,Line-B,F003_Line-B_Robot_2,Robot,14-01-2025 05:04,Day,179,8.98,3,Medium,OP009,jam,14-01-2025
R00560,F003,South Plant,12.9749446,77.60135391,Line-C,F003_Line-C_Press_7,Press,11-02-2025 02:53,Day,119,8.53,5,Medium,OP009,normal operation,11-02-2025
R00561,F001,North Plant,28.71674468,77.0986751,Line-B,F001_Line-B_Lathe_4,Lathe,12-03-2025 21:00,Evening,61,5.95,4,Medium,OP039,normal operation,12-03-2025
R00562,F003,South Plant,12.96729684,77.58454354,Line-C,F003_Line-C_Lathe_1,Lathe,26-03-2025 17:47,Day,77,7.72,2,Low,OP020,misalignment,26-03-2025
R00563,F003,South Plant,12.95963813,77.59153196,Line-C,F003_Line-C_Press_7,Press,07-02-2025 16:38,Evening,62,4.63,2,Low,OP042,normal operation,07-02-2025
R00564,F001,North Plant,28.70337602,77.11276142,Line-A,F001_Line-A_Press_2,Press,01-02-2025 04:00,Night,62,4.47,0,None,OP032,normal operation,01-02-2025
R00565,F003,South Plant,12.98357793,77.60704715,Line-C,F003_Line-C_CNC_1,CNC,16-02-2025 08:59,Day,121,7.87,5,Medium,OP021,normal operation,16-02-2025
R00566,F001,North Plant,28.71795789,77.10437915,Line-B,F001_Line-B_Robot_10,Robot,24-02-2025 22:35,Night,124,6.49,2,Low,OP024,normal operation,24-02-2025
R00567,F003,South Plant,12.96909892,77.58933451,Line-C,F003_Line-C_CNC_8,CNC,10-01-2025 13:50,Day,120,7.44,1,Low,OP002,normal operation,10-01-2025
R00568,F003,South Plant,12.97207621,77.59286378,Line-A,F003_Line-A_CNC_4,CNC,06-01-2025 08:03,Evening,128,8.07,0,None,OP004,normal operation,06-01-2025
R00569,F002,East Plant,19.06684261,72.88909638,Line-C,F002_Line-C_CNC_9,CNC,24-02-2025 05:55,Evening,83,6.08,3,Medium,OP028,normal operation,24-02-2025
R00570,F003,South Plant,12.96517008,77.59247317,Line-B,F003_Line-B_CNC_9,CNC,10-03-2025 07:52,Evening,96,6.12,2,Low,OP040,normal operation,10-03-2025
R00571,F001,North Plant,28.70722651,77.12032454,Line-B,F001_Line-B_CNC_2,CNC,07-03-2025 12:35,Evening,67,5.04,2,Low,OP014,none,07-03-2025
R00572,F003,South Plant,12.97892829,77.58185768,Line-B,F003_Line-B_Press_2,Press,09-02-2025 13:10,Evening,91,7.07,2,Low,OP045,normal operation,09-02-2025
R00573,F002,East Plant,19.07044555,72.87791866,Line-C,F002_Line-C_Milling_4,Milling,09-01-2025 19:28,Day,99,8.71,7,High,OP016,normal operation,09-01-2025
R00574,F001,North Plant,28.70352092,77.09514883,Line-B,F001_Line-B_CNC_10,CNC,20-03-2025 15:07,Night,98,5.48,6,High,OP004,normal operation,20-03-2025
R00575,F002,East Plant,19.08091066,72.88758654,Line-C,F002_Line-C_Lathe_3,Lathe,16-01-2025 22:54,Day,48,3.89,1,Low,OP001,normal operation,16-01-2025
R00576,F003,South Plant,12.97875734,77.61854362,Line-A,F003_Line-A_Lathe_3,Lathe,06-03-2025 10:28,Night,60,6.37,6,High,OP023,normal operation,06-03-2025
R00577,F003,South Plant,12.97971388,77.60838671,Line-C,F003_Line-C_Robot_5,Robot,24-01-2025 14:25,Evening,130,6.06,2,Low,OP024,jam,24-01-2025
R00578,F003,South Plant,12.98569191,77.59692006,Line-B,F003_Line-B_Lathe_2,Lathe,04-01-2025 23:03,Evening,49,4.81,4,Medium,OP022,normal operation,04-01-2025
R00579,F002,East Plant,19.06813245,72.88439124,Line-B,F002_Line-B_Press_5,Press,16-03-2025 10:28,Evening,91,7.06,2,Low,OP041,normal operation,16-03-2025
R00580,F001,North Plant,28.69756489,77.11092706,Line-B,F001_Line-B_Press_6,Press,08-01-2025 16:28,Day,89,7.47,4,Medium,OP032,normal operation,08-01-2025
R00581,F003,South Plant,12.97731767,77.58682764,Line-A,F003_Line-A_Press_5,Press,15-01-2025 17:33,Day,64,4.76,4,Medium,OP037,normal operation,15-01-2025
R00582,F003,South Plant,12.97542896,77.60148984,Line-C,F003_Line-C_CNC_9,CNC,02-01-2025 00:57,Day,86,6.51,2,Low,OP003,normal operation,02-01-2025
R00583,F001,North Plant,28.68700263,77.09692999,Line-A,F001_Line-A_CNC_6,CNC,19-02-2025 09:33,Evening,125,8.13,8,High,OP010,normal operation,19-02-2025
R00584,F001,North Plant,28.71147713,77.09176083,Line-A,F001_Line-A_Lathe_7,Lathe,29-01-2025 16:53,Day,82,8.2,3,Medium,OP021,vibration,29-01-2025
R00585,F002,East Plant,19.07331939,72.86294209,Line-C,F002_Line-C_Press_2,Press,17-03-2025 09:36,Night,77,5.5,4,Medium,OP024,normal operation,17-03-2025
R00586,F001,North Plant,28.71206905,77.11646341,Line-C,F001_Line-C_Lathe_1,Lathe,24-01-2025 05:44,Evening,100,10.33,5,Medium,OP015,normal operation,24-01-2025
R00587,F003,South Plant,12.96648321,77.58688453,Line-A,F003_Line-A_Milling_2,Milling,01-03-2025 06:38,Night,37,3.13,1,Low,OP019,normal operation,01-03-2025
R00588,F002,East Plant,19.07679831,72.86605203,Line-B,F002_Line-B_CNC_8,CNC,03-01-2025 04:50,Day,112,6.93,2,Low,OP024,normal operation,03-01-2025
R00589,F001,North Plant,28.71025571,77.10030156,Line-B,F001_Line-B_Lathe_5,Lathe,22-03-2025 03:41,Night,72,6.56,3,Medium,OP016,normal operation,22-03-2025
R00590,F002,East Plant,19.08344148,72.8915654,Line-B,F002_Line-B_Lathe_8,Lathe,27-01-2025 07:53,Day,74,8.07,2,Low,OP047,normal operation,27-01-2025
R00591,F003,South Plant,12.96740006,77.59167916,Line-A,F003_Line-A_CNC_7,CNC,05-01-2025 11:31,Evening,107,7.26,3,Medium,OP015,calibration sensor overheat,05-01-2025
R00592,F002,East Plant,19.07920432,72.87854039,Line-C,F002_Line-C_Robot_1,Robot,12-02-2025 07:42,Night,114,5.7,0,None,OP001,normal operation,12-02-2025
R00593,F003,South Plant,12.96982188,77.57465166,Line-B,F003_Line-B_Robot_5,Robot,14-01-2025 18:13,Evening,157,7.28,3,Medium,OP014,normal operation,14-01-2025
R00594,F003,South Plant,12.97394343,77.60414429,Line-A,F003_Line-A_Press_1,Press,19-01-2025 08:51,Day,82,6.78,0,None,OP046,normal operation,19-01-2025
R00595,F002,East Plant,19.08826156,72.86983068,Line-A,F002_Line-A_CNC_4,CNC,08-03-2025 10:45,Evening,141,9.65,1,Low,OP027,normal operation,08-03-2025
R00596,F003,South Plant,12.96791061,77.59673809,Line-B,F003_Line-B_Press_2,Press,16-03-2025 18:27,Day,140,11.3,6,High,OP007,calibration calibration vibration,16-03-2025
R00597,F001,North Plant,28.70845665,77.1087008,Line-C,F001_Line-C_Robot_2,Robot,17-03-2025 10:42,Day,194,9.59,2,Low,OP037,normal operation,17-03-2025
R00598,F001,North Plant,28.7156984,77.09744034,Line-B,F001_Line-B_Lathe_3,Lathe,31-01-2025 16:14,Day,73,7.37,3,Medium,OP019,normal operation,31-01-2025
R00599,F002,East Plant,19.06825699,72.88580863,Line-B,F002_Line-B_Milling_7,Milling,31-03-2025 08:54,Day,91,8.45,2,Low,OP048,normal operation,31-03-2025
R00600,F002,East Plant,19.10535658,72.86696672,Line-B,F002_Line-B_Press_4,Press,10-01-2025 11:55,Day,112,9.85,1,Low,OP013,normal operation,10-01-2025
R00601,F001,North Plant,28.70808564,77.09380567,Line-C,F001_Line-C_CNC_2,CNC,22-01-2025 18:51,Night,104,7.2,4,Medium,OP029,normal operation,22-01-2025
R00602,F002,East Plant,19.08350873,72.88424431,Line-B,F002_Line-B_Press_9,Press,17-02-2025 14:52,Day,107,8.65,1,Low,OP050,normal operation,17-02-2025
R00603,F001,North Plant,28.70009085,77.11065765,Line-B,F001_Line-B_Press_5,Press,17-01-2025 18:12,Day,99,8.36,5,Medium,OP006,normal operation,17-01-2025
R00604,F001,North Plant,28.68782995,77.1227259,Line-C,F001_Line-C_Press_10,Press,06-01-2025 16:53,Day,86,6.47,1,Low,OP014,normal operation,06-01-2025
R00605,F002,East Plant,19.06264138,72.88494137,Line-A,F002_Line-A_CNC_4,CNC,16-02-2025 22:52,Night,80,4.95,3,Medium,OP026,jam calibration misalignment,16-02-2025
R00606,F001,North Plant,28.71019829,77.08170367,Line-C,F001_Line-C_CNC_3,CNC,05-01-2025 23:30,Evening,159,10.86,2,Low,OP026,normal operation,05-01-2025
R00607,F002,East Plant,19.06994844,72.88680418,Line-C,F002_Line-C_Lathe_4,Lathe,14-01-2025 13:17,Night,42,5.01,2,Low,OP030,normal operation,14-01-2025
R00608,F001,North Plant,28.72423699,77.1081225,Line-A,F001_Line-A_CNC_1,CNC,31-01-2025 04:13,Day,129,8.41,2,Low,OP009,normal operation,31-01-2025
R00609,F001,North Plant,28.69651029,77.09271259,Line-B,F001_Line-B_Press_2,Press,17-03-2025 14:44,Night,60,4.67,0,None,OP038,normal operation,17-03-2025
R00610,F002,East Plant,19.07419819,72.89141475,Line-A,F002_Line-A_CNC_2,CNC,26-01-2025 21:27,Evening,132,8.67,0,None,OP042,normal operation,26-01-2025
R00611,F002,East Plant,19.07082243,72.87987802,Line-A,F002_Line-A_CNC_6,CNC,16-01-2025 09:35,Evening,98,7.08,2,Low,OP003,normal operation,16-01-2025
R00612,F002,East Plant,19.0659448,72.86793754,Line-A,F002_Line-A_CNC_10,CNC,26-02-2025 09:55,Day,85,6.28,2,Low,OP047,normal operation,26-02-2025
R00613,F002,East Plant,19.06546165,72.88197814,Line-B,F002_Line-B_CNC_7,CNC,23-01-2025 21:02,Day,113,7.36,1,Low,OP023,normal operation,23-01-2025
R00614,F001,North Plant,28.71030149,77.06667937,Line-A,F001_Line-A_CNC_8,CNC,20-01-2025 14:21,Evening,96,6.53,0,None,OP003,normal operation,20-01-2025
R00615,F003,South Plant,12.95527985,77.58555052,Line-C,F003_Line-C_Lathe_5,Lathe,06-03-2025 20:56,Night,45,4.58,3,Medium,OP027,normal operation,06-03-2025
R00616,F003,South Plant,12.96671114,77.6104894,Line-B,F003_Line-B_CNC_5,CNC,19-02-2025 16:07,Night,90,5.69,2,Low,OP009,vibration jam,19-02-2025
R00617,F001,North Plant,28.70252963,77.12103411,Line-C,F001_Line-C_Robot_9,Robot,01-02-2025 06:42,Evening,121,5.99,1,Low,OP041,lubrication none vibration,01-02-2025
R00618,F001,North Plant,28.71172152,77.09796361,Line-B,F001_Line-B_Robot_6,Robot,04-03-2025 09:26,Night,128,6.7,0,None,OP035,jam sensor,04-03-2025
R00619,F002,East Plant,19.08266126,72.8612686,Line-C,F002_Line-C_Press_7,Press,04-02-2025 12:14,Night,59,4.08,0,None,OP012,normal operation,04-02-2025
R00620,F001,North Plant,28.67872402,77.10442968,Line-B,F001_Line-B_Lathe_1,Lathe,07-02-2025 04:32,Evening,85,7.46,5,Medium,OP004,normal operation,07-02-2025
R00621,F002,East Plant,19.0617925,72.89184615,Line-C,F002_Line-C_Press_10,Press,30-01-2025 22:25,Day,122,10.2,2,Low,OP011,normal operation,30-01-2025
R00622,F001,North Plant,28.69575225,77.09785206,Line-A,F001_Line-A_Lathe_5,Lathe,11-03-2025 09:29,Night,57,5.35,3,Medium,OP048,normal operation,11-03-2025
R00623,F001,North Plant,28.70349879,77.0891379,Line-A,F001_Line-A_Lathe_7,Lathe,15-02-2025 17:46,Evening,39,3.28,1,Low,OP012,normal operation,15-02-2025
R00624,F001,North Plant,28.7166948,77.10163684,Line-A,F001_Line-A_Lathe_6,Lathe,18-03-2025 21:18,Day,82,8.17,4,Medium,OP002,normal operation,18-03-2025
R00625,F003,South Plant,12.97995829,77.59880584,Line-C,F003_Line-C_Press_10,Press,15-03-2025 00:14,Day,132,10.65,4,Medium,OP010,normal operation,15-03-2025
R00626,F003,South Plant,12.95924625,77.60983227,Line-A,F003_Line-A_Robot_8,Robot,12-03-2025 23:53,Evening,156,7.13,2,Low,OP020,normal operation,12-03-2025
